date,donald trump steak
2016-05-01,11.868421052631579
2016-05-02,10.070175438596491
2016-05-03,6.473684210526316
2016-05-04,10.070175438596491
2016-05-05,24.45614035087719
2016-05-06,10.789473684210527
2016-05-07,7.912280701754386
2016-05-08,19.780701754385966
2016-05-09,10.070175438596491
2016-05-10,19.780701754385966
2016-05-11,0.0
2016-05-12,6.833333333333334
2016-05-13,14.026315789473685
2016-05-14,19.780701754385966
2016-05-15,15.464912280701755
2016-05-16,6.833333333333334
2016-05-17,13.307017543859649
2016-05-18,6.833333333333334
2016-05-19,6.833333333333334
2016-05-20,6.833333333333334
2016-05-21,0.0
2016-05-22,7.912280701754386
2016-05-23,6.833333333333334
2016-05-24,13.307017543859649
2016-05-25,0.0
2016-05-26,0.0
2016-05-27,7.192982456140351
2016-05-28,7.912280701754386
2016-05-29,7.912280701754386
2016-05-30,0.0
2016-05-31,0.0
2016-06-01,6.833333333333334
2016-06-02,6.833333333333334
2016-06-03,10.789473684210527
2016-06-04,0.0
2016-06-05,7.912280701754386
2016-06-06,10.070175438596491
2016-06-07,10.070175438596491
2016-06-08,6.833333333333334
2016-06-09,13.666666666666668
2016-06-10,7.192982456140351
2016-06-11,7.912280701754386
2016-06-12,11.868421052631579
2016-06-13,6.833333333333334
2016-06-14,0.0
2016-06-15,6.833333333333334
2016-06-16,10.070175438596491
2016-06-17,6.833333333333334
2016-06-18,8.271929824561404
2016-06-19,7.912280701754386
2016-06-20,6.833333333333334
2016-06-21,6.833333333333334
2016-06-22,6.833333333333334
2016-06-23,0.0
2016-06-24,0.0
2016-06-25,0.0
2016-06-26,15.824561403508772
2016-06-27,0.0
2016-06-28,6.833333333333334
2016-06-29,6.833333333333334
2016-06-30,0.0
2016-07-01,7.192982456140351
2016-07-02,8.271929824561404
2016-07-03,0.0
2016-07-04,14.385964912280702
2016-07-05,6.833333333333334
2016-07-06,7.192982456140351
2016-07-07,7.192982456140351
2016-07-08,7.192982456140351
2016-07-09,8.271929824561404
2016-07-10,0.0
2016-07-11,6.833333333333334
2016-07-12,0.0
2016-07-13,14.026315789473685
2016-07-14,6.833333333333334
2016-07-15,7.192982456140351
2016-07-16,0.0
2016-07-17,8.271929824561404
2016-07-18,6.833333333333334
2016-07-19,14.026315789473685
2016-07-20,10.429824561403509
2016-07-21,28.412280701754387
2016-07-22,14.385964912280702
2016-07-23,12.228070175438596
2016-07-24,24.45614035087719
2016-07-25,6.833333333333334
2016-07-26,10.429824561403509
2016-07-27,6.833333333333334
2016-07-28,14.026315789473685
2016-07-29,10.789473684210527
2016-07-30,8.271929824561404
2016-07-31,8.271929824561404
2016-08-01,13.666666666666668
2016-08-02,13.666666666666668
2016-08-03,6.833333333333334
2016-08-04,6.833333333333334
2016-08-05,0.0
2016-08-06,8.271929824561404
2016-08-07,8.271929824561404
2016-08-08,6.833333333333334
2016-08-09,6.833333333333334
2016-08-10,10.429824561403509
2016-08-11,0.0
2016-08-12,0.0
2016-08-13,8.271929824561404
2016-08-14,8.271929824561404
2016-08-15,7.192982456140351
2016-08-16,13.666666666666668
2016-08-17,6.833333333333334
2016-08-18,6.833333333333334
2016-08-19,14.385964912280702
2016-08-20,7.912280701754386
2016-08-21,11.868421052631579
2016-08-22,0.0
2016-08-23,6.833333333333334
2016-08-24,13.666666666666668
2016-08-25,6.833333333333334
2016-08-26,7.192982456140351
2016-08-27,0.0
2016-08-28,7.912280701754386
2016-08-29,0.0
2016-08-30,0.0
2016-08-31,6.473684210526316
2016-09-01,6.833333333333334
2016-09-02,7.192982456140351
2016-09-03,7.912280701754386
2016-09-04,0.0
2016-09-05,6.833333333333334
2016-09-06,13.307017543859649
2016-09-07,13.307017543859649
2016-09-08,6.833333333333334
2016-09-09,6.833333333333334
2016-09-10,0.0
2016-09-11,0.0
2016-09-12,0.0
2016-09-13,6.473684210526316
2016-09-14,0.0
2016-09-15,6.833333333333334
2016-09-16,13.666666666666668
2016-09-17,7.912280701754386
2016-09-18,0.0
2016-09-19,6.473684210526316
2016-09-20,6.473684210526316
2016-09-21,0.0
2016-09-22,0.0
2016-09-23,0.0
2016-09-24,7.552631578947368
2016-09-25,0.0
2016-09-26,6.473684210526316
2016-09-27,12.947368421052632
2016-09-28,6.473684210526316
2016-09-29,0.0
2016-09-30,27.333333333333336
2016-10-01,7.5
2016-10-02,18.37280701754386
2016-10-03,16.030701754385966
2016-10-04,16.030701754385966
2016-10-05,6.2368421052631575
2016-10-06,8.355263157894736
2016-10-07,16.771929824561404
2016-10-08,17.05263157894737
2016-10-09,15.052631578947368
2016-10-10,32.98245614035088
2016-10-11,9.855263157894736
2016-10-12,13.535087719298247
2016-10-13,8.236842105263158
2016-10-14,13.271929824561404
2016-10-15,13.052631578947368
2016-10-16,14.87280701754386
2016-10-17,9.293859649122808
2016-10-18,6.2368421052631575
2016-10-19,12.973684210526315
2016-10-20,16.236842105263158
2016-10-21,6.7368421052631575
2016-10-22,14.87280701754386
2016-10-23,7.776315789473684
2016-10-24,11.473684210526315
2016-10-25,9.736842105263158
2016-10-26,6.057017543859649
2016-10-27,3.236842105263158
2016-10-28,6.6535087719298245
2016-10-29,9.574561403508772
2016-10-30,9.276315789473685
2016-10-31,0.0
2016-11-01,11.653508771929825
2016-11-02,6.0
2016-11-03,10.0
2016-11-04,13.0
2016-11-05,7.0
2016-11-06,7.0
2016-11-07,16.0
2016-11-08,19.0
2016-11-09,68.0
2016-11-10,29.0
2016-11-11,44.0
2016-11-12,19.0
2016-11-13,29.0
2016-11-14,16.0
2016-11-15,19.0
2016-11-16,57.0
2016-11-17,26.0
2016-11-18,13.0
2016-11-19,11.0
2016-11-20,15.0
2016-11-21,13.0
2016-11-22,6.0
2016-11-23,6.0
2016-11-24,7.0
2016-11-25,10.0
2016-11-26,11.0
2016-11-27,7.0
2016-11-28,6.0
2016-11-29,0.0
2016-11-30,6.0
2016-12-01,6.0
2016-12-02,7.0
2016-12-03,7.0
2016-12-04,15.0
2016-12-05,6.0
2016-12-06,0.0
2016-12-07,6.0
2016-12-08,16.0
2016-12-09,14.0
2016-12-10,17.0
2016-12-11,8.0
2016-12-12,6.0
2016-12-13,9.0
2016-12-14,6.0
2016-12-15,6.0
2016-12-16,14.0
2016-12-17,0.0
2016-12-18,15.0
2016-12-19,19.0
2016-12-20,7.0
2016-12-21,20.0
2016-12-22,14.0
2016-12-23,21.0
2016-12-24,8.0
2016-12-25,0.0
2016-12-26,0.0
2016-12-27,0.0
2016-12-28,7.0
2016-12-29,0.0
2016-12-30,7.0
2016-12-31,8.0
2017-01-01,8.0
2017-01-02,7.0
2017-01-03,6.0
2017-01-04,9.0
2017-01-05,6.0
2017-01-06,7.0
2017-01-07,14.0
2017-01-08,11.0
2017-01-09,25.0
2017-01-10,25.0
2017-01-11,19.0
2017-01-12,12.0
2017-01-13,6.0
2017-01-14,7.0
2017-01-15,11.0
2017-01-16,12.0
2017-01-17,12.0
2017-01-18,6.0
2017-01-19,22.0
2017-01-20,19.0
2017-01-21,29.0
2017-01-22,32.0
2017-01-23,24.0
2017-01-24,6.0
2017-01-25,12.0
2017-01-26,19.0
2017-01-27,6.0
2017-01-28,29.0
2017-01-29,21.0
2017-01-30,18.0
2017-01-31,18.0
2017-02-01,6.0
2017-02-02,6.0
2017-02-03,6.0
2017-02-04,14.0
2017-02-05,14.0
2017-02-06,6.0
2017-02-07,0.0
2017-02-08,6.0
2017-02-09,25.0
2017-02-10,19.0
2017-02-11,18.0
2017-02-12,7.0
2017-02-13,12.0
2017-02-14,19.0
2017-02-15,25.0
2017-02-16,12.0
2017-02-17,19.0
2017-02-18,21.0
2017-02-19,11.0
2017-02-20,6.0
2017-02-21,12.0
2017-02-22,6.0
2017-02-23,12.0
2017-02-24,19.0
2017-02-25,22.0
2017-02-26,7.0
2017-02-27,87.0
2017-02-28,100.0
2017-03-01,68.1896551724138
2017-03-02,30.416551724137932
2017-03-03,29.610344827586204
2017-03-04,23.68206896551724
2017-03-05,19.866206896551724
2017-03-06,26.447586206896553
2017-03-07,20.569655172413793
2017-03-08,18.59103448275862
2017-03-09,14.325517241379309
2017-03-10,16.67241379310345
2017-03-11,7.315862068965517
2017-03-12,14.94758620689655
2017-03-13,9.122068965517242
2017-03-14,3.0
2017-03-15,16.06
2017-03-16,9.35655172413793
2017-03-17,8.203448275862069
2017-03-18,14.315862068965517
2017-03-19,23.68206896551724
2017-03-20,9.46896551724138
2017-03-21,12.59103448275862
2017-03-22,4.5
2017-03-23,9.59103448275862
2017-03-24,11.703448275862069
2017-03-25,12.897241379310344
2017-03-26,7.315862068965517
2017-03-27,12.825517241379309
2017-03-28,6.122068965517242
2017-03-29,11.203448275862069
2017-03-30,14.937931034482759
2017-03-31,8.46896551724138
2017-04-01,7.0
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,13.18206896551724
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,13.875862068965517
2017-04-08,7.631724137931034
2017-04-09,0.0
2017-04-10,6.937931034482759
2017-04-11,6.937931034482759
2017-04-12,10.406896551724138
2017-04-13,6.937931034482759
2017-04-14,15.957241379310345
2017-04-15,8.325517241379309
2017-04-16,16.651034482758618
2017-04-17,6.937931034482759
2017-04-18,9.713103448275861
2017-04-19,9.713103448275861
2017-04-20,0.0
2017-04-21,0.0
2017-04-22,7.631724137931034
2017-04-23,7.631724137931034
2017-04-24,6.937931034482759
2017-04-25,13.18206896551724
2017-04-26,6.937931034482759
2017-04-27,6.937931034482759
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,11.794482758620688
2017-05-01,7.631724137931034
2017-05-02,13.18206896551724
2017-05-03,6.937931034482759
2017-05-04,6.937931034482759
2017-05-05,6.937931034482759
2017-05-06,7.631724137931034
2017-05-07,15.957241379310345
2017-05-08,6.937931034482759
2017-05-09,6.937931034482759
2017-05-10,6.937931034482759
2017-05-11,6.937931034482759
2017-05-12,10.406896551724138
2017-05-13,23.588965517241377
2017-05-14,8.325517241379309
2017-05-15,10.406896551724138
2017-05-16,20.119999999999997
2017-05-17,10.406896551724138
2017-05-18,0.0
2017-05-19,10.406896551724138
2017-05-20,11.794482758620688
2017-05-21,23.588965517241377
2017-05-22,13.18206896551724
2017-05-23,20.119999999999997
2017-05-24,6.937931034482759
2017-05-25,6.937931034482759
2017-05-26,11.100689655172413
2017-05-27,24.97655172413793
2017-05-28,0.0
2017-05-29,6.937931034482759
2017-05-30,6.937931034482759
2017-05-31,13.875862068965517
2017-06-01,13.875862068965517
2017-06-02,6.937931034482759
2017-06-03,15.957241379310345
